,band,count,flag
782,ロリータ18号,27.0,0.0
783,00 START 18,27.0,-1.0
784,GUEST LIVE,27.0,-1.0
785,赤丸,27.0,1.0
786,Femtocell,27.0,1.0
787,SCOOBIE DO,27.0,1.0
788,Early Whereabouts,27.0,1.0
789,まちぶせ,27.0,0.0
790,QUATTRO,27.0,1.0
791,kukatachii,27.0,1.0
792,Since the Lates,27.0,0.0
793,BYEE the ROUND,26.0,1.0
794,まなみのりさ,26.0,1.0
795,NOT,26.0,-1.0
796,ケトル,26.0,1.0
797,夕暮れの動物園,26.0,1.0
798,西森俊二,26.0,0.0
799,雷怒音,26.0,1.0
800,マナミ,26.0,1.0
801,豊,26.0,0.0
802,ザ・木天蓼レコード,26.0,1.0
803,THE SNEEZE,26.0,1.0
804,RYUKYU IDOL,26.0,-1.0
805,THE NAIVES,26.0,0.0
806,THIS IS JAPAN,26.0,1.0
807,ザ・ライオン,26.0,1.0
808,Made in Asia,26.0,1.0
809,ポポルカ,26.0,0.0
810,FOOLA,26.0,1.0
811,■イープラス,26.0,-1.0
812,Chirol,26.0,1.0
813,シップストーリー,26.0,1.0
814,nnnnq,26.0,0.0
815,ぽつり。,26.0,0.0
816,My Hair is Bad,26.0,1.0
817,真夜中ブランケット,26.0,1.0
818,ガムシロップ,26.0,0.0
819,SAKANAMON,26.0,1.0
820,VIDEO,26.0,-1.0
821,pirukuru,26.0,1.0
822,prantron,26.0,1.0
823,ミミヅカ,26.0,1.0
824,TOKYOGUM,26.0,1.0
825,オカープー,26.0,0.0
826,忘れらんねえよ,26.0,1.0
827,いい女ダキティーズ,26.0,1.0
828,越智勇樹,26.0,1.0
829,THE FOREVERS,26.0,1.0
830,asobius,26.0,1.0
831,30 START 19,26.0,-1.0
832,もしもしくじら,26.0,1.0
833,ギロッポン,26.0,0.0
834,ネス,26.0,0.0
835,藤原 忠,26.0,0.0
836,SHELTER,26.0,1.0
837,sugar'N'spice,26.0,1.0
838,the mornings,26.0,1.0
839,太平洋不知火楽団,26.0,1.0
840,Parc Fermes,26.0,1.0
841,rain drops pianissimo,26.0,1.0
842,ぐーすフレッシュ,26.0,1.0
843,passing on the right,26.0,1.0
844,akutagawa,26.0,1.0
845,テトテ,26.0,1.0
846,HELLO AND ROLL,26.0,1.0
847,タムラジュリアンダイキ,26.0,1.0
848,POLTA,26.0,1.0
849,レディメイド・レベル,26.0,1.0
850,ユナイテッドモンモンサン,26.0,1.0
851,中野ハリセンボン,26.0,1.0
852,殺生に絶望,26.0,1.0
853,PARMESAN,26.0,0.0
854,グッドモーニングアメリカ,26.0,1.0
855,Cue,25.0,1.0
856,ab initio,25.0,1.0
857,なおきち,25.0,-1.0
858,トレモロイド,25.0,1.0
859,中川千明,25.0,1.0
860,Keita The Newest,25.0,1.0
861,Dr.DOWNER,25.0,1.0
862,ヤマサキ アキラ,25.0,0.0
863,スイミースイッチ,25.0,1.0
864,Any,25.0,-1.0
865,沙夜香,25.0,0.0
866,閃光ブルー,25.0,1.0
867,大友マサノリ,25.0,1.0
868,ステラ・シンカ,25.0,1.0
869,Wienners,25.0,1.0
870,アシタカラー,25.0,1.0
871,HERE,25.0,1.0
872,absolute mental retardation,25.0,1.0
873,monolith,25.0,1.0
874,宇宙クラブ,25.0,0.0
875,BobRins,25.0,1.0
876,UHNELLYS,25.0,1.0
877,中谷奏,25.0,1.0
878,THE TOKYO,25.0,1.0
879,せのしすたぁ,25.0,1.0
880,ATLANTIS AIRPORT,25.0,1.0
881,RIDDLE,25.0,1.0
882,ORIE,25.0,1.0
883,ユーノ,25.0,1.0
884,THE ANDS,25.0,1.0
885,つしまみれ,25.0,1.0
886,虎の子ラミー,25.0,1.0
887,BARICANG,25.0,1.0
888,CHERRY NADE 169,25.0,1.0
889,ゴールデンローファーズ,25.0,1.0
890,JEEP橋本,25.0,1.0
891,イロメガネ,25.0,1.0
892,nozomi,25.0,0.0
893,Captude,25.0,1.0
894,藤原右裕,25.0,1.0
895,ジルバ,25.0,0.0
896,高木栄一郎,25.0,1.0
897,荒牧リョウ,25.0,1.0
898,はこモーフ,25.0,1.0
899,THE BOHEMIANS,25.0,1.0
900,Mond,25.0,1.0
901,he,25.0,-1.0
902,ゆゆゆ,25.0,0.0
903,Predawn,25.0,1.0
904,TENDOUJI,25.0,1.0
905,アクロアイト,25.0,1.0
906,HAU,25.0,0.0
907,クウチュウ戦,25.0,1.0
908,キツネツキ,25.0,1.0
909,GASOLINE,25.0,1.0
910,mellberi,25.0,1.0
911,イチヂク,25.0,1.0
912,Addict404,25.0,1.0
913,ドン・アメリカ,25.0,1.0
914,岡田ピロー,25.0,1.0
915,Pinpoints,25.0,1.0
916,アルカラ,25.0,1.0
917,ミッドナイトロビンソン,25.0,1.0
918,batta,25.0,1.0
919,アオイハル,25.0,1.0
920,アサトアキラ,25.0,1.0
921,Rain For Miles,25.0,1.0
922,スカートの中,25.0,0.0
923,the other side of love,24.0,0.0
924,バニラビーンズ,24.0,1.0
925,マイアベレージ,24.0,1.0
926,Chapter line,24.0,1.0
927,mellow,24.0,0.0
928,鎌田峻平,24.0,1.0
929,サイゴは蜂の巣,24.0,1.0
930,minimals,24.0,1.0
931,the spangle dogs,24.0,1.0
932,yodocolts,24.0,0.0
933,dark the giant,24.0,1.0
934,the hillbilly,24.0,0.0
935,花園distance,24.0,1.0
936,BLANK BUCKET,24.0,1.0
937,asiro,24.0,0.0
938,イエスマン,24.0,0.0
939,ゆれる,24.0,0.0
940,チリヌルヲワカ,24.0,1.0
941,NETWORKS,24.0,0.0
942,犬が猫が魚が,24.0,1.0
943,少年マングース,24.0,1.0
944,うすしお,24.0,0.0
945,西谷卓,24.0,1.0
946,Pandemia Rabbit,24.0,1.0
947,...,24.0,-1.0
948,MEKARE-KARE,24.0,1.0
949,GENE,24.0,0.0
950,Menoz,24.0,1.0
951,人工楽園,24.0,1.0
952,EldrfacT,24.0,-1.0
953,ASIRO,24.0,1.0
954,パッションパッションパッション,24.0,1.0
955,Virgin Crab Band,24.0,1.0
956,田村 友昌,24.0,0.0
957,シュガーパレード,24.0,1.0
958,Board Sole,24.0,1.0
959,夢幻レジーナ,24.0,1.0
960,Blueglue,24.0,1.0
961,雨のパレード,24.0,1.0
962,PUNK DISCO,24.0,1.0
963,OPEN 19,24.0,-1.0
964,DJ J★M,24.0,-1.0
965,浅川大毅,24.0,0.0
966,パラレルJAPAN,24.0,1.0
967,望月じゅりえる,24.0,1.0
968,野上智子,24.0,1.0
969,岩崎商店,24.0,1.0
970,The Chunleez,24.0,1.0
971,THE SUZAN,24.0,0.0
972,夕陽ヶ丘,24.0,0.0
973,START 19,24.0,-1.0
974,sjue,24.0,1.0
975,umi,24.0,0.0
976,佐野隆,24.0,0.0
977,Glider,24.0,1.0
978,DODO,24.0,0.0
979,THANK YOU!! SOLD OUT!!,24.0,-1.0
980,赤い猫,24.0,1.0
981,ジ・アジナーズ,24.0,1.0
982,仕立て屋シャルロッテの秘密,24.0,-1.0
983,Lilly Bell,24.0,0.0
984,空に一輪,24.0,1.0
985,その隙間から,24.0,1.0
986,グリマーズ連,24.0,0.0
987,ASPARAGUS,24.0,1.0
988,RIDE,24.0,0.0
989,ダンカンバカヤロー！,24.0,1.0
990,テュポーンズ,24.0,1.0
991,岩船ひろき,24.0,1.0
992,loqto,24.0,1.0
993,日ノ丸ズ,24.0,0.0
994,SEVENTEEN AGAiN,24.0,1.0
995,ナト☆カン,24.0,0.0
996,BUGY CRAXONE,24.0,1.0
997,楽しいよふかし,24.0,1.0
998,ROP,23.0,0.0
999,Sumaris,23.0,1.0
1000,Peel Back To Here,23.0,0.0
1001,MERRY FREAKS,23.0,1.0
1002,Pink elephant,23.0,0.0
1003,Opening Act,23.0,-1.0
1004,GrandStand,23.0,1.0
1005,さっちゃん,23.0,0.0
1006,ROOZER,23.0,1.0
1007,JIGENN,23.0,1.0
1008,高橋ちか,23.0,1.0
1009,まじ☆ぽじ,23.0,0.0
1010,deronderonderon,23.0,1.0
1011,sora tob sakana,23.0,1.0
1012,FOX LOCO PHANTOM,23.0,1.0
1013,99RadioService,23.0,1.0
1014,Qomolangma Tomato,23.0,1.0
1015,vivo,23.0,0.0
1016,DIEGO,23.0,0.0
1017,地球コーラ,23.0,1.0
1018,水中,23.0,0.0
1019,アップル斎藤と愉快なヘラクレスたち,23.0,1.0
1020,bolt from the blue,23.0,1.0
1021,ザ・キャプテンズ,23.0,1.0
1022,鳥を見た,23.0,0.0
1023,THE SENSATIONS,23.0,1.0
1024,秀吉,23.0,0.0
1025,THE STICKMAN,23.0,1.0
1026,ノイズブラスバンド,23.0,1.0
1027,KAGERO,23.0,1.0
1028,茜空,23.0,0.0
1029,さとる文鳥,23.0,1.0
1030,adv.\500,23.0,-1.0
1031,つばさFly,23.0,1.0
1032,シンクロメトリー,23.0,1.0
1033,天野ジョージ,23.0,0.0
1034,まがりかど,23.0,1.0
1035,転換アクト,23.0,-1.0
1036,シンクロニシティ,23.0,0.0
1037,羊文学,23.0,1.0
1038,原田諭,23.0,0.0
1039,℃フーズ,23.0,1.0
1040,eplus.jp,23.0,-1.0
1041,fula,23.0,1.0
1042,ルソン助左衛門,23.0,1.0
1043,H Mountains,23.0,1.0
1044,MUGWUMPS,23.0,1.0
1045,SHEMONES,23.0,1.0
1046,3日券・5日券・7日券は,23.0,-1.0
1047,HISTGRAM,23.0,1.0
1048,村男,23.0,1.0
1049,SUPER ROSE,23.0,1.0
1050,月がさ,23.0,1.0
1051,Sams,23.0,1.0
1052,VROOM,23.0,0.0
1053,bahAMaba,23.0,1.0
1054,マグリーとルネ,23.0,1.0
1055,Lyu,23.0,0.0
1056,THE LAVLESS,23.0,0.0
1057,johann,23.0,1.0
1058,無頼庵,23.0,1.0
1059,伸太郎,23.0,1.0
1060,THE ALLIGATOR BLUES,23.0,1.0
1061,ハイイロジェントルダイナソー,23.0,1.0
1062,aquarifa,23.0,1.0
1063,どついたるねん,23.0,1.0
1064,MIX MARKET,23.0,1.0
1065,RETO,23.0,1.0
1066,ガーターヴェルト,23.0,1.0
1067,未練タラタラズ,23.0,1.0
1068,ZeZeZaZa,23.0,1.0
1069,セックスマシーン,23.0,0.0
1070,LAST BLUE MOON,23.0,1.0
1071,ミトカツユキ,23.0,1.0
1072,De☆Ful,23.0,0.0
1073,リサ＝オフリー,23.0,1.0
1074,bulbs of passion,23.0,1.0
1075,カゼタチライオン,23.0,1.0
1076,こゆび,23.0,1.0
1077,Shespider,23.0,0.0
1078,ONIGAWARA,23.0,1.0
1079,ジギジギボーイズ,23.0,1.0
1080,JOHNNY PARK,23.0,0.0
1081,暗黙のストライカーズ,23.0,1.0
1082,索漠な信号,23.0,1.0
1083,ナポレオン,23.0,0.0
1084,アラゲホンジ,23.0,1.0
1085,Ruby*,23.0,0.0
1086,ふたりよがり,22.0,0.0
1087,ホッタモモ,22.0,1.0
1088,うみのて,22.0,1.0
1089,エコ怪獣,22.0,1.0
1090,ペチカ,22.0,0.0
1091,ホワイトシロップ,22.0,0.0
1092,左右,22.0,1.0
1093,GalapagosS,22.0,1.0
1094,アマリリス,22.0,0.0
1095,merimeriyeah,22.0,1.0
1096,GINNEZ,22.0,1.0
1097,Ray Yamada,22.0,1.0
1098,佐々木孫悟空,22.0,0.0
1099,KING BROTHERS,22.0,1.0
1100,broken little sister,22.0,1.0
1101,GEMINI,22.0,1.0
1102,倉内太,22.0,1.0
1103,サイケデリック市川,22.0,1.0
1104,バンドじゃないもん！,22.0,1.0
1105,ゼーゼーハーハー,22.0,1.0
1106,スペシャルゲスト,22.0,-1.0
1107,ブラザートム,22.0,1.0
1108,ふくろ,22.0,0.0
1109,ザ・サイレンズ,22.0,1.0
1110,BAND,22.0,-1.0
1111,アカシック,22.0,1.0
1112,Especia,22.0,1.0
1113,alt of the society,22.0,1.0
1114,バスクのスポーツ,22.0,1.0
1115,クラーク内藤,22.0,1.0
1116,submen,22.0,1.0
1117,amo.k,22.0,0.0
1118,The Plashments,22.0,1.0
1119,The606,22.0,1.0
1120,DOSTRIKE,22.0,0.0
1121,Sparky Quano,22.0,1.0
1122,THE PRIVATES,22.0,1.0
1123,船の上,22.0,1.0
1124,GISIRI,22.0,1.0
1125,ghostlate,22.0,1.0
1126,Qaijff,22.0,1.0
1127,インポデリック,22.0,1.0
1128,片岡フグリ,22.0,1.0
1129,恋をしようよジェニーズ,22.0,1.0
1130,DATS,22.0,1.0
1131,山翔,22.0,1.0
1132,defspiral,22.0,1.0
1133,篠原篤一,22.0,1.0
1134,鴉,22.0,1.0
1135,ナガセトオゴ,22.0,0.0
1136,mother fall asleep,22.0,1.0
1137,ROUGH JUSTICE,22.0,0.0
1138,サイキックブルーズ,22.0,1.0
1139,CRACKS,22.0,0.0
1140,ラキタ,22.0,1.0
1141,わかってほしい,22.0,0.0
1142,the twenties,22.0,1.0
1143,ハリハラ,22.0,0.0
1144,清水舞美,22.0,1.0
1145,赤色のグリッター,22.0,1.0
1146,シガレットママ,22.0,1.0
1147,Kazaana,22.0,1.0
1148,GYPSY CANDLE,22.0,0.0
1149,東京勘定屋,22.0,1.0
1150,ユラリ,22.0,1.0
1151,La N'bougie タカハシ ナオ,22.0,-1.0
1152,musiquo,22.0,1.0
1153,PORNOSTATE,22.0,0.0
1154,OCCURPOO,22.0,1.0
1155,MINOR LEAGUE,22.0,1.0
1156,新世界リチウム,22.0,1.0
1157,金岡優人,22.0,1.0
1158,アナトオル・フランス,22.0,1.0
1159,トリルダン,22.0,1.0
1160,Lighter190E,22.0,1.0
1161,ルンヒャン,22.0,1.0
1162,戸川純,22.0,1.0
1163,ウタノマニマニ,22.0,1.0
1164,8princess,22.0,1.0
1165,高木洋一郎,22.0,1.0
1166,amenoto,22.0,1.0
1167,imamon,22.0,1.0
1168,ビネガーミューズィック,22.0,1.0
1169,susquatch,22.0,1.0
1170,滴草由実,22.0,1.0
1171,国吉亜耶子and西川真吾Duo,22.0,1.0
1172,タイナカ彩智,22.0,1.0
1173,soulkids,22.0,1.0
1174,爆音少女症候群,22.0,1.0
1175,FES☆TIVE,22.0,0.0
1176,brutal peter gun,22.0,0.0
1177,nano sound museum,22.0,1.0
1178,アコーガレ,22.0,0.0
1179,EMPTY,22.0,0.0
1180,プレゼント大作戦,22.0,1.0
1181,Qrankies,22.0,1.0
1182,MUTANT MONSTER,22.0,1.0
1183,魅起法則,22.0,1.0
1184,向井太一,22.0,1.0
1185,phonegazer,21.0,1.0
1186,しょうたろう,21.0,0.0
1187,Sceneslow,21.0,0.0
1188,極東ピーコック,21.0,1.0
1189,the god and death stars,21.0,1.0
1190,malegoat,21.0,1.0
1191,tribe,21.0,0.0
1192,1984,21.0,0.0
1193,Hasta La Vista Babies,21.0,1.0
1194,ネコグスパブリッシング,21.0,1.0
1195,3DAYS LIFE,21.0,0.0
1196,バックドロップシンデレラ,21.0,1.0
1197,現実,21.0,0.0
1198,THE RAW BLAXX,21.0,1.0
1199,絶叫する60度,21.0,1.0
1200,The Rolly,21.0,1.0
1201,RADIOTS,21.0,1.0
1202,Alfred Beach Sandal,21.0,1.0
1203,西郷葉介,21.0,1.0
1204,ひなた,21.0,0.0
1205,箱庭の室内楽,21.0,1.0
1206,ELADYSUN,21.0,1.0
1207,サンディー田中とAcetone,21.0,0.0
1208,ロックンロールサービス,21.0,1.0
1209,井の頭フォーキーズ,21.0,1.0
1210,ReN,21.0,1.0
1211,神さま,21.0,0.0
1212,佐野川祐彰,21.0,0.0
1213,SOSITE,21.0,1.0
1214,The ぐだーズ,21.0,0.0
1215,シャムキャッツ,21.0,1.0
1216,NAUGHTY DEVILZ TRIO,21.0,1.0
1217,OVUM,21.0,1.0
1218,MOTHER,21.0,1.0
1219,チョンマゲブラザーズ,21.0,1.0
1220,竹渕慶,21.0,1.0
1221,アイルロポダメラノレウカ,21.0,1.0
1222,もぐらか迷子,21.0,1.0
1223,TAIL TO NOSE,21.0,1.0
1224,East in the court,21.0,0.0
1225,越路姉妹,21.0,1.0
1226,The Everything Breaks,21.0,1.0
1227,Half-Life,21.0,0.0
1228,岡本晃弦,21.0,1.0
1229,ROLLICKSOME SCHEME,21.0,1.0
1230,エスクレッソン,21.0,1.0
1231,タグチハナ,21.0,1.0
1232,松室政哉,21.0,1.0
1233,片山遼,21.0,1.0
1234,THE ELEKING,21.0,1.0
1235,そまP,21.0,1.0
1236,Hello Hawk,21.0,1.0
1237,シキサイパズル,21.0,1.0
1238,SiLL,21.0,0.0
1239,Babypink Tablet,21.0,0.0
1240,湯澤かよこ,21.0,1.0
1241,BOSSSTON CRUIZING MANIA,21.0,1.0
1242,snap,21.0,0.0
1243,the irony,21.0,1.0
1244,雑魚猫タワー,21.0,1.0
1245,PUNCH-LINE,21.0,0.0
1246,校庭カメラガール,21.0,1.0
1247,PLAY DEAD SEASON,21.0,1.0
1248,BiS,21.0,1.0
1249,絵描き光,21.0,0.0
1250,ILU GRACE,21.0,1.0
1251,南波志帆,21.0,1.0
1252,COLD BAND BANK,21.0,1.0
1253,エロス,21.0,-1.0
1254,ASSERT ONESELF,21.0,1.0
1255,the tote,21.0,1.0
1256,jamfes2016.main.jp,21.0,-1.0
1257,eleki,21.0,1.0
1258,FREE THROW,21.0,0.0
1259,THE NEUTRAL,21.0,1.0
1260,ひねも,21.0,-1.0
1261,MICHELANGERO,21.0,0.0
1262,So-uP,21.0,0.0
1263,CANVAS,21.0,0.0
1264,営み,21.0,-1.0
1265,OVER ARM THROW,21.0,1.0
1266,凹,21.0,0.0
1267,四星球,21.0,1.0
1268,river,21.0,0.0
1269,SUNDAYS,21.0,1.0
1270,アビルシティ,21.0,1.0
1271,ラッコ☆戦士,21.0,0.0
1272,タナカ,21.0,0.0
1273,SiNE,21.0,1.0
1274,DACOTA SPEAKER.,21.0,1.0
1275,Nina lovegood,21.0,1.0
1276,あざらし,21.0,0.0
1277,shepherd,21.0,1.0
1278,東京カランコロン,21.0,1.0
1279,Gorgeous Bathroom,21.0,1.0
1280,たかはしひろみ,21.0,1.0
1281,夢見てる,21.0,1.0
1282,鬼怒無月,21.0,1.0
1283,ROZEO EMBLEM,21.0,1.0
1284,birds melt sky,21.0,1.0
1285,azul...,21.0,0.0
1286,静カニ潜ム日々,21.0,1.0
1287,Brian the Sun,21.0,1.0
1288,Radical Radio,21.0,1.0
1289,12,21.0,0.0
1290,TENGUSTAR,21.0,0.0
1291,フナダテツヤ,21.0,0.0
1292,the chef cooks me,21.0,1.0
1293,宇宙遊泳,21.0,0.0
1294,メヒカブレスタンダード,20.0,1.0
1295,cinema staff,20.0,1.0
1296,新宿MARZでは,20.0,-1.0
1297,水面,20.0,0.0
1298,かたすみ,20.0,1.0
1299,+1band,20.0,-1.0
1300,マカロニえんぴつ,20.0,1.0
1301,お気軽にお問い合わせ下さい。,20.0,-1.0
1302,Life,20.0,-1.0
1303,Loostripper,20.0,1.0
1304,Lucky Kilimanjaro,20.0,1.0
1305,外山達也,20.0,0.0
1306,リムキャット,20.0,1.0
1307,STANCE PUNKS,20.0,1.0
1308,ザ☆ペラーズ,20.0,0.0
1309,Helsinki Lambda Club,20.0,1.0
1310,SEBASTIAN X,20.0,1.0
1311,さよなら日本,20.0,0.0
1312,ゆうしゅん,20.0,0.0
1313,3,20.0,-1.0
1314,kamomekamome,20.0,1.0
1315,木下貴斗,20.0,1.0
1316,FRONTIER BACKYARD,20.0,1.0
1317,soma,20.0,0.0
1318,tonetone,20.0,1.0
1319,YUTORI-SEDAI,20.0,1.0
1320,the looper,20.0,1.0
1321,THE RODEOS,20.0,1.0
1322,START 17,20.0,-1.0
1323,the band apart,20.0,1.0
1324,The pattie boids,20.0,0.0
1325,クラージュA's,20.0,1.0
1326,Salome,20.0,0.0
1327,Creepy pop,20.0,1.0
1328,デストロイ屋,20.0,0.0
1329,The Homesicks,20.0,1.0
1330,nicoten,20.0,1.0
1331,JiLL-Decoy association,20.0,1.0
1332,ChroniCloop,20.0,1.0
1333,エツシホシノ,20.0,1.0
1334,春風堂,20.0,0.0
1335,Spec,20.0,0.0
1336,imi,20.0,0.0
1337,LOFT,20.0,-1.0
1338,岡野宏典,20.0,1.0
1339,ユンボ安藤,20.0,-1.0
1340,虚弱。,20.0,1.0
1341,HABIT,20.0,0.0
1342,oto,20.0,-1.0
1343,3776,20.0,1.0
1344,universe,20.0,0.0
1345,IRIS MONDE,20.0,1.0
1346,ハシダカズマ,20.0,1.0
1347,モノクロパンダ,20.0,1.0
1348,あまみのユキヘぃ,20.0,0.0
1349,井乃頭蓄音団,20.0,1.0
1351,ふぇのたす,20.0,1.0
1352,乱舞虎,20.0,1.0
1353,東京パピーズ,20.0,1.0
1354,HALL RENTAL,20.0,-1.0
1355,less quantic,20.0,1.0
1356,ステフアンドジミー,20.0,1.0
1357,リアル3区,20.0,1.0
1358,REI,20.0,-1.0
1359,several jonas coins,20.0,1.0
1360,TOMMYSUN,20.0,0.0
1361,cielo,20.0,0.0
1362,クロワニ,20.0,1.0
1363,KANA-BOON,20.0,1.0
1364,中澤俊一,20.0,0.0
1365,MONO NO AWARE,20.0,1.0
1366,LUCKY,20.0,0.0
1367,ザ・チャレンジ,20.0,1.0
1368,moll,20.0,1.0
1369,ポッグカウチナゲット,20.0,1.0
1370,百々,20.0,0.0
1371,宮殿,20.0,0.0
1372,大滝カヨ,20.0,1.0
1373,からくりごっこ,20.0,1.0
1374,otori,20.0,1.0
1375,riry＊mona,20.0,1.0
1376,ano,20.0,-1.0
1377,ひらくドア,20.0,1.0
1378,藤森拓郎,20.0,0.0
1379,ブッキング担当まで,20.0,-1.0
1380,fox capture plan,20.0,1.0
1381,OLIVE,20.0,0.0
1382,45,20.0,-1.0
1383,伊藤フルート革命,20.0,1.0
1384,The ROOTLESS,20.0,1.0
1385,DOTAMA,20.0,1.0
1386,緑のA,20.0,1.0
1387,佐藤はく,20.0,0.0
1388,仇花,20.0,1.0
1389,安田奈央,20.0,1.0
1390,MERMORT sounds film,20.0,-1.0
1391,しんきろうのまち,20.0,1.0
1392,Archaique Smile,20.0,1.0
1393,Cure Rubbish,20.0,1.0
1394,elena,20.0,0.0
1395,花泥棒,20.0,0.0
1396,DEEPSLAUTER,20.0,1.0
1397,butterfly inthe stomach,20.0,1.0
1398,☆チヒロック♪,20.0,0.0
1399,まこと,20.0,-1.0
1400,殺し屋ベイビー,20.0,1.0
1401,LEDY JOE,20.0,1.0
1402,HaNa,20.0,0.0
1403,wilberry,20.0,1.0
1404,代官山晴れたら空に豆まいてと「山羊に,20.0,-1.0
1405,The quilt,20.0,1.0
1406,The Taupe,20.0,1.0
1407,BRING,20.0,0.0
1408,やまのいゆずる,20.0,1.0
1409,赤靴,20.0,1.0
1410,アライ先輩,20.0,1.0
1411,HIMO,20.0,1.0
1412,Audinaries,20.0,1.0
1413,Nene,20.0,0.0
1414,exist†trace,20.0,1.0
1415,She Her Her Hers,20.0,1.0
1416,Tashiro Yugo,20.0,1.0
1417,odol,20.0,1.0
1418,西恵利香,20.0,1.0
1419,スキップカウズ,20.0,1.0
1420,curve,20.0,0.0
1421,渡會将士,20.0,1.0
1422,HUSKING BEE,20.0,1.0
1423,蝙蝠,20.0,0.0
1424,fault,20.0,0.0
1425,rega,20.0,1.0
1426,THREE CHORD,20.0,1.0
1427,Little NeeM,20.0,1.0
1428,スナックゆとり,20.0,1.0
1429,James,20.0,0.0
1430,Taiko Super Kicks,19.0,1.0
1431,THINK AGAIN,19.0,1.0
1432,Goofy Stance,19.0,1.0
1433,アイノライト,19.0,0.0
1434,むとうりゅうすけ,19.0,1.0
1435,tnwh,19.0,1.0
1436,SEMENTOS,19.0,1.0
1437,小松成彰,19.0,1.0
1438,Pleasure Drops,19.0,0.0
1439,Christopher Allan Diadora,19.0,1.0
1440,Velona,19.0,0.0
1441,AD再騰二三夫,19.0,1.0
1442,逆境クォーツ,19.0,1.0
1443,aiko,19.0,1.0
1444,フジヤマロケッツ,19.0,0.0
1445,古宮夏希＆コークスが燃えている！,19.0,1.0
1446,たかだこういち,19.0,1.0
1447,Morbid Sloth,19.0,1.0
1448,ザ・クレーター,19.0,1.0
1449,THE JUNEJULYAUGUST,19.0,1.0
1450,TOP 10 REASON,19.0,0.0
1451,それは苦しい,19.0,-1.0
1452,東のエデン,19.0,-1.0
1453,蜜,19.0,1.0
1454,オガサワラユウ,19.0,1.0
1455,Nostalgic-Scopes,19.0,1.0
1456,悦,19.0,0.0
1457,オトザイサトコ,19.0,1.0
1458,THE PINBALLS,19.0,1.0
1459,妖精達,19.0,1.0
1460,Let's Rock,19.0,0.0
1461,ババカヲルコ,19.0,1.0
1462,"So Sorry,Hobo",19.0,1.0
1463,夜明ケマエ,19.0,1.0
1464,14,19.0,-1.0
1465,センチメンタルウインク,19.0,1.0
1466,Deal With A Lie,19.0,1.0
1467,forsevenoneeightone,19.0,0.0
1468,THEラブ人間,19.0,1.0
1469,supernova,19.0,0.0
1470,ARUKANATA,19.0,1.0
1471,Qimon'ANA'Go,19.0,1.0
1472,ENMANOVA,19.0,1.0
1473,kalablow,19.0,1.0
1474,Awesome City Club,19.0,1.0
1475,ぽわん,19.0,1.0
1476,The Oracles,19.0,0.0
1477,elk,19.0,0.0
1478,みきちゅ,19.0,1.0
1479,GOING UNDER GROUND,19.0,1.0
1480,ノムライズ,19.0,1.0
1481,adv.\1000,19.0,-1.0
1482,ひいらぎ,19.0,0.0
1483,スカート,19.0,1.0
1484,アップアップガールズ,19.0,1.0
1485,The Dokeyes,19.0,0.0
1486,ethnicity,19.0,0.0
1487,アサカワアサシン,19.0,-1.0
1488,膝の皿ジャック,19.0,1.0
1489,F440,19.0,0.0
1490,THEE GALLON,19.0,0.0
1491,野田真男,19.0,0.0
1492,ザ・なつやすみバンド,19.0,1.0
1493,偶然の産物,19.0,1.0
1494,pertorika,19.0,1.0
1495,Unblock,19.0,1.0
1496,https,19.0,-1.0
1497,LIPHLICH,19.0,1.0
1498,関取花,19.0,1.0
1499,3markets,19.0,1.0
1500,Aureole,19.0,1.0
1501,ENTHRALLS,19.0,1.0
1502,ザ・ルーディー,19.0,1.0
1503,Sentimental boys,19.0,1.0
1504,The 虫けらダンディーズ,19.0,0.0
1505,i need me,19.0,0.0
1506,ゴイゾン,19.0,1.0
1507,石井卓とジョン中村,19.0,1.0
1508,ハウシンカ,19.0,1.0
1509,CENTRAL,19.0,0.0
1510,atrium,19.0,1.0
1511,HONEY MAKER,19.0,1.0
1512,黒猫チェルシー,19.0,1.0
1513,眞猿,19.0,1.0
1514,cruyff in the bedroom,19.0,1.0
1515,踊ってばかりの国,19.0,1.0
1516,横須賀歌麻呂,19.0,1.0
1517,はなし,19.0,1.0
1518,月と太陽,19.0,0.0
1519,キュウソネコカミ,19.0,1.0
1520,伊東和哉,19.0,1.0
1521,スパイシーコウヤドウフ,19.0,1.0
1522,S.H.E,19.0,1.0
1523,phenomenon,19.0,0.0
1524,mippi,19.0,1.0
1525,ザ・ヤンマーズ,19.0,1.0
1526,KiNGONS,19.0,1.0
1527,HumanDrive,19.0,1.0
1528,原口誠,19.0,1.0
1529,THE NAMPA BOYS,19.0,1.0
1530,PRIMAL CURVE,19.0,1.0
1531,J.O.E,19.0,0.0
1532,sho,19.0,1.0
1533,HaKU,19.0,1.0
1534,the amber,19.0,0.0
1535,元祖,19.0,-1.0
1536,東京ネイルキャッツ,19.0,1.0
1537,土屋竜一,19.0,1.0
1538,YOO,19.0,1.0
1539,タカユキカトー,19.0,0.0
1540,今井大地,19.0,0.0
1541,ザ・マスミサイル,19.0,1.0
1542,FOUR TOMORROW,19.0,1.0
1543,MUSHS,19.0,1.0
1544,junKroach,19.0,1.0
1545,ラックラスター,19.0,1.0
1546,遠藤ミチロウ,19.0,1.0
1547,THE STAR CLUB,19.0,1.0
